"When this lease ends, Tenant is responsible for all items needing repair not listed on the inspection sheet, OR","Obligation-Tenant","None"
"b) Tenant may decide to keep the inspection sheet beyond the date of lease signing for further inspection.","Right-Tenant","None"
"It is Tenant's responsibility to return a signed copy by certified mail within five (5) days to the Landlord.","Obligation-Tenant","None"
"c) If the inspection sheet is not returned within the five (5) days, Tenant agrees the leased property is in satisfactory condition.","Obligation-Tenant","None"
"57) BILLING FOR UTILITIES THAT REMAIN IN LANDLORD'S NAME:","None","None"
"If landlord keeps utility bills in landlord's name, or local municipalities require bills to stay in landlord's name, landlord will forward bill to tenant.","Obligation-Landlord","Payment Terms & Billing"
"Tenant is then responsible to pay the utility company promptly
.","Obligation-Tenant","Payment Terms & Billing"
"58) BILLING FOR UTILITIES THAT REMAIN IN LANDLORD'S NAME","None","None"
"a) When the Landlord receives the utility bill, Landlord will pay the bill and submit a copy to Tenant.","Obligation-Landlord","Payment Terms & Billing"
"If the charges are more than the amount paid by Tenant each month, Tenant pays the difference to Landlord within 10 days of receiving the bill.","None","Payment Terms & Billing"
"b) If Tenant has been late on any month's rent during the year, owes additional fees, and does not renew the lease for another year, Landlord is not responsible to pay rent credit payments.","Disclaimer-Landlord","Payment Terms & Billing"
"59) FURNACE UPKEEP AND MAINTENANCE:","None","None"
"Tenant(s) agree to clean filters for furnace once a month.","Obligation-Tenant","None"
"60) SMOKING:","None","None"
"No smoking will be allowed in the unit.","None","None"
"Resident's signature:___________________________________ Date _______________","None","None"
"Resident's signature:___________________________________ Date _______________ Manager signature:____________________________________ Date _______________","None","None"
